smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_12_normalized,smart_12_raw,smart_18_normalized,smart_18_raw,smart_22_normalized,smart_22_raw,smart_23_normalized,smart_23_raw,smart_24_normalized,smart_24_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_226_normalized,smart_226_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,failure
72,17152216,116.2461082,0,91,0,100,19,100,1135,79,86551560,116.028169,7.876204596,25,65958,100,0,100,18,100,0,100,100,100,0,100,0,67,33,100,0,80,20,58,85735,100,788,99,3062,20,20,100,0,100,144,100,144,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,65652,100,1.36279E+11,100,6.99934E+11,1
100,0,135,100,84,335,100,14,100,0,100,0,140,15,98,17369,100,0,100,14,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,30,100,1361,100,1361,56,38,100,0,100,0,100,0,100,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,25140.1927,100,1.31052E+11,100,5.2985E+11,0
100,0,100,0,162,403,100,12,100,0,100,0,100,0,93,52919,100,0,100,12,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,30,99,1967,99,1967,214,28,100,0,100,0,100,0,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,25140.1927,100,1.31052E+11,100,5.2985E+11,1
100,0,133,107,100,0,100,7,100,0,100,0,128,18,91,64527,100,0,100,7,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,30,98,2480,98,2480,193,31,100,0,100,0,100,0,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,25140.1927,100,1.31052E+11,100,5.2985E+11,0
100,0,100,0,100,7812,100,23,100,0,100,0,100,0,1,55927,100,0,100,23,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,56,100,4,100,90,100,34,100,0,100,0,100,0,200,0,100,0,100,1310722,1,55907,100,0,100,0,100,530,100,0,100,1.31052E+11,100,5.2985E+11,1
49,105831610,116.2461082,0,84,0,100,22,98,9976,66,3720647,116.028169,7.876204596,14,75626,100,0,100,21,100,0,100,100,100,0,100,0,30,70,99,1,74,26,38,124087,100,9,59,82945,26,26,100,0,100,0,100,0,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,75565,100,1.31546E+11,100,6.07956E+11,1
100,0,100,0,100,7765,100,16,100,0,100,0,100,0,1,43477,100,0,100,16,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,69,100,4,100,85,100,35,100,0,100,1,100,0,200,0,100,0,100,118489092,1,43433,100,0,100,0,100,587,100,0,100,1.31052E+11,100,5.2985E+11,1
63,178902322,116.2461082,0,90,0,100,9,7,50032,67,5.2891E+11,116.028169,7.876204596,55,39548,100,0,100,5,100,0,100,100,100,0,100,0,1,682,100,0,71,29,100,30,100,1,97,6176,29,29,100,0,100,320,100,320,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,38182,100,1.30023E+11,100,4.88809E+11,1
72,14129488,116.2461082,0,91,0,100,14,97,11904,87,548139685,116.028169,7.876204596,52,42888,100,0,100,12,100,0,100,100,100,0,100,0,1,173,100,4296802332,65,35,100,30,100,4,98,4232,35,35,100,0,100,0,100,0,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,42104,100,1.3326E+11,100,9.08748E+11,1
100,0,100,0,100,9679,100,10,100,0,100,0,100,0,89,4551,100,0,100,10,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,0,100,9,100,18,100,39,100,0,100,0,100,0,200,0,100,0,100,1048576,89,4490,100,0,100,0,100,695,100,0,100,1.1191E+11,100,97798336079,0
100,0,148,49,84,347,100,9,100,0,100,0,140,15,100,6884,100,0,100,9,100,0,100,6553700,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,30,100,370,100,370,53,41,100,0,100,0,100,0,100,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,25140.1927,100,1.31052E+11,100,5.2985E+11,0
100,0,100,0,100,6849,100,19,100,0,100,0,100,0,32,27317,100,0,100,19,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,30,100,18,100,687,100,32,100,0,100,0,100,0,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,25140.1927,100,2.86984E+11,100,5.4039E+11,0
100,0,100,0,161,408,100,38,100,32,100,0,100,0,93,50008,100,0,100,38,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,30,99,1933,99,1933,187,32,100,32,100,88,100,106,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,25140.1927,100,1.31052E+11,100,5.2985E+11,1
100,0,138,92,82,373,100,12,100,0,100,0,133,18,95,37651,100,0,100,12,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,30,100,2842,100,2842,60,34,100,0,100,0,100,0,100,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,25140.1927,100,1.31052E+11,100,5.2985E+11,0
100,0,135,100,84,330,100,17,100,0,100,0,140,15,97,27305,100,0,100,17,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,30,100,1680,100,1680,53,40,100,0,100,360,100,19,100,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,25140.1927,100,1.31052E+11,100,5.2985E+11,1
100,0,138,92,89,76,100,6,100,71,100,0,133,18,95,38739,100,0,100,6,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,30,100,1310,100,1310,64,31,100,71,100,136,100,0,100,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,25140.1927,100,1.31052E+11,100,5.2985E+11,1
58,60498520,116.2461082,0,90,0,100,16,87,64520,88,592272428,116.028169,7.876204596,59,36767,100,0,100,11,100,0,100,100,100,0,100,0,1,630,100,1769499,71,29,100,30,100,5,99,2490,29,29,100,0,100,56,100,56,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,35906,100,1.5301E+11,100,6.40508E+11,1
78,70258120,116.2461082,0,89,0,100,33,76,31968,94,2240621832,116.028169,7.876204596,26,65233,100,0,100,33,100,0,100,100,100,0,100,0,1,152,100,0,60,40,96,9804,100,297,93,15090,40,40,100,0,100,8,100,8,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,65048,100,1.16253E+11,100,1.00274E+12,1
77,46003840,116.2461082,0,84,0,100,73,100,0,81,135152912,116.028169,7.876204596,15,75224,100,0,100,73,100,0,100,100,100,0,100,0,100,0,100,0,62,38,1,223266,100,14,58,85365,38,38,100,0,100,0,100,0,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,75135,100,1.28445E+11,100,6.1088E+11,0
80,108072752,116.2461082,0,90,0,100,12,100,0,87,538335982,116.028169,7.876204596,51,43100,100,0,100,12,100,0,100,100,100,0,100,0,100,0,100,0,62,38,100,30,100,3,99,3155,38,38,100,0,100,0,100,0,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,42637,100,1.32936E+11,100,7.86852E+11,0
100,0,100,0,100,7831,100,11,100,0,100,0,100,0,8,37032,100,0,100,11,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,1,100,7,100,18,100,29,100,0,100,0,100,0,200,0,100,0,100,786433,8,37014,100,0,100,0,100,591,100,0,100,1.31052E+11,100,5.2985E+11,0
100,0,132,96,100,0,100,9,100,8,100,0,140,15,95,38093,100,0,100,7,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,30,99,1378,99,1378,176,34,100,8,100,216,100,24,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,25140.1927,100,1.31052E+11,100,5.2985E+11,1
84,236025744,116.2461082,0,90,0,100,14,100,0,89,781316320,116.028169,7.876204596,58,37610,100,0,100,14,100,0,100,100,100,0,100,0,100,0,100,0,80,20,100,30,100,9,100,1792,20,20,100,0,100,0,100,0,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,37369,100,95314039280,100,5.01361E+11,1
100,0,100,0,162,407,100,22,100,0,100,0,100,0,93,51212,100,0,100,20,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,30,99,2178,99,2178,171,35,100,0,100,87,100,25,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,25140.1927,100,1.31052E+11,100,5.2985E+11,1
78,70785472,116.2461082,0,84,0,100,10,100,16,86,374072515,116.028169,7.876204596,15,74761,100,0,100,10,100,0,100,100,100,0,100,0,100,0,100,0,73,27,76,49677,100,4,83,35743,27,27,100,0,100,0,100,0,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,74693,100,1.31257E+11,100,6.69429E+11,0
100,0,100,0,100,7887,100,9,100,1,100,0,100,0,1,45421,100,0,100,7,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,17,100,0,100,14,100,32,100,1,100,2,100,0,200,0,100,0,100,34865154,1,45372,100,0,100,0,100,581,100,0,100,1.31052E+11,100,5.2985E+11,1
100,1315810,116.2461082,0,89,0,100,28,59,31976,91,1239430629,116.028169,7.876204596,25,66251,100,0,100,26,100,0,100,100,100,0,100,0,1,335,100,0,64,36,90,21146,100,148,86,29539,36,36,100,0,100,0,100,0,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,66067,100,1.15285E+11,100,9.97379E+11,1
100,0,100,0,100,7880,100,10,100,0,100,0,100,0,21,31982,100,0,100,10,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,0,100,3,100,76,100,34,100,0,100,0,100,0,200,9,100,0,100,524291,21,31933,100,0,100,0,100,590,100,0,100,1.31052E+11,100,5.2985E+11,0
100,0,80,0,100,8054,100,18,100,0,100,0,100,0,29,28620,100,0,100,18,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,9,100,17,100,936,100,33,100,0,100,2,100,4,200,0,100,0,100,17301507,29,28523,100,0,100,0,100,593,100,0,100,1.31052E+11,100,5.2985E+11,1
100,0,148,47,83,360,100,12,100,0,100,0,140,15,100,8872,100,0,100,12,100,0,100,6553700,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,30,100,718,100,718,52,42,100,0,100,0,100,0,100,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,25140.1927,100,1.31052E+11,100,5.2985E+11,0
100,0,100,0,100,7896,100,7,100,0,100,0,100,0,13,34937,100,0,100,7,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,3081,100,3,100,17,100,33,100,0,100,0,100,0,200,0,100,0,100,2228225,14,34551,100,0,100,0,100,586,100,0,100,1.31052E+11,100,5.2985E+11,0
100,0,100,0,100,7933,100,10,100,0,100,0,100,0,67,13375,100,0,100,10,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,13,100,9,100,38,100,31,100,0,100,839,1,841,200,0,100,0,100,202637321,76,9936,100,0,100,0,100,589,100,0,100,1.31052E+11,100,5.2985E+11,1
100,0,134,102,144,541,100,11,100,0,100,0,113,42,91,67336,100,0,100,9,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,30,100,12,100,12,214,28,100,0,100,0,100,0,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,25140.1927,100,1.31052E+11,100,5.2985E+11,0
79,79145680,116.2461082,0,84,0,100,35,100,0,95,3532531786,116.028169,7.876204596,15,74968,100,0,100,35,100,0,100,100,100,0,100,0,100,0,100,0,59,41,93,14979,100,27,82,37247,41,41,100,0,100,0,100,0,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,74885,100,1.30303E+11,100,6.7918E+11,1
100,0,148,49,84,355,100,9,100,0,100,0,140,15,100,5036,100,0,100,9,100,0,100,6553700,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,30,100,397,100,397,59,36,100,0,100,0,100,0,100,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,25140.1927,100,1.31052E+11,100,5.2985E+11,0
80,89881336,116.2461082,0,91,0,100,26,68,63528,76,37153562,116.028169,7.876204596,49,45041,100,0,100,22,100,0,100,100,100,0,100,0,1,524,100,1048592,64,36,100,30,100,5,99,2648,36,36,100,0,100,24,100,24,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,44453,100,1.32346E+11,100,8.98264E+11,1
45,40603461,116.2461082,0,89,0,100,26,93,31272,91,1386837139,116.028169,7.876204596,21,69789,100,0,100,25,100,0,100,100,100,0,100,0,15,85,100,0,65,35,81,39375,100,52,61,78681,35,35,100,0,100,0,100,0,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,69602,100,1.17335E+11,100,6.20167E+11,1
100,0,100,0,100,7987,100,16,100,0,100,0,100,0,75,10113,100,0,100,16,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,1,100,15,100,28,100,37,100,0,100,0,100,0,200,0,100,0,100,134479878,76,9864,100,0,100,0,100,531,100,0,100,1.31052E+11,100,5.2985E+11,0
100,0,100,0,100,7980,100,29,100,3,100,0,100,0,1,43134,100,0,100,26,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,522,100,1,100,98,100,34,100,2,100,1,100,0,200,0,100,0,100,1572869,1,42795,100,0,100,0,100,583,100,0,100,1.31052E+11,100,5.2985E+11,1
100,0,137,92,84,327,100,11,100,0,100,0,140,15,98,19383,100,0,100,11,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,30,100,1297,100,1297,60,34,100,0,100,0,100,0,100,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,25140.1927,100,1.31052E+11,100,5.2985E+11,0
100,0,70,0,100,8140,100,7,100,0,100,0,100,0,40,24329,100,0,100,7,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,0,100,6,100,1103,100,34,100,0,100,0,100,0,200,0,100,0,100,152698884,41,23737,100,0,100,0,100,590,100,0,100,1.31052E+11,100,5.2985E+11,0
100,0,100,0,100,7791,100,15,100,0,100,0,100,0,66,13835,100,0,100,15,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,1081790,100,0,100,15,100,33,100,0,100,1,100,0,200,0,100,0,100,19005441,66,13835,100,0,100,0,100,590,100,0,100,1.31052E+11,100,5.2985E+11,1
100,0,100,0,100,7960,100,6,100,0,100,0,100,0,23,31110,100,0,100,6,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,0,100,3,100,10,100,26,100,0,100,0,100,0,200,0,100,0,100,101974017,23,31098,100,0,100,0,100,589,100,0,100,1.31052E+11,100,5.2985E+11,0
100,0,100,0,163,403,100,20,100,30,100,0,100,0,93,55149,100,0,100,17,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,30,99,2101,99,2101,214,28,100,30,100,48,100,1,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,25140.1927,100,1.31052E+11,100,5.2985E+11,1
58,185211018,116.2461082,0,90,0,100,14,100,2944,89,888016918,116.028169,7.876204596,57,37847,100,0,100,12,100,0,100,100,100,0,100,0,1,135,100,1310740,63,37,100,30,100,2,99,3746,37,37,100,0,96,2760,96,2760,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,37221,100,1.57601E+11,100,5.60847E+11,1
83,207240936,116.2461082,0,89,0,100,18,100,0,94,2611869077,116.028169,7.876204596,25,66342,100,0,100,18,100,0,100,100,100,0,100,0,100,0,100,0,66,34,21,158407,100,22,51,98952,34,34,100,0,100,0,100,0,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,66285,100,1.0939E+11,100,5.78863E+11,0
79,73006722,116.2461082,0,90,0,100,9,100,944,88,563729598,116.028169,7.876204596,62,33904,100,0,100,8,100,0,100,100,100,0,100,0,1,530,100,85910683821,78,22,100,30,100,2,98,4577,22,22,100,0,100,560,100,560,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,33054,100,1.29528E+11,100,5.07022E+11,1
100,0,100,0,100,7914,100,31,100,0,100,0,100,0,1,56590,100,0,100,28,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,6,100,16,100,84,100,33,100,0,100,1,100,0,200,0,100,0,100,18087937,1,56424,100,0,100,0,100,575,100,0,100,1.31052E+11,100,5.2985E+11,1
84,240587312,116.2461082,0,95,0,100,5,100,0,88,581189663,116.028169,7.876204596,69,27268,100,0,100,5,100,0,100,100,100,0,100,0,100,0,100,0,66,34,100,30,100,3,100,1993,34,34,100,0,100,0,100,0,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,26972,100,1.57728E+11,100,3.51062E+11,0
100,0,137,92,83,347,100,10,100,0,100,0,140,15,97,27106,100,0,100,10,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,30,100,1654,100,1654,60,34,100,0,100,0,100,0,100,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,25140.1927,100,1.31052E+11,100,5.2985E+11,0
100,0,148,47,84,350,100,9,100,0,100,0,140,15,100,5311,100,0,100,9,100,0,100,6553700,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,30,100,388,100,388,53,41,100,0,100,0,100,0,100,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,25140.1927,100,1.31052E+11,100,5.2985E+11,0
100,0,100,0,100,7875,100,4,100,0,100,0,100,0,13,35091,100,0,100,4,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,796,100,1,100,141,100,32,100,0,100,0,100,0,200,0,100,0,100,51773441,14,34724,100,0,100,0,100,594,100,0,100,1.31052E+11,100,5.2985E+11,0
83,221445328,116.2461082,0,91,0,100,27,100,0,90,931177394,116.028169,7.876204596,26,65204,100,0,100,26,100,0,100,100,100,0,100,0,100,0,100,0,78,22,55,91960,100,882,99,3080,22,22,100,0,100,0,100,0,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,64900,100,1.33784E+11,100,6.16907E+11,0
100,0,100,0,100,7879,100,9,100,0,100,0,100,0,4,38601,100,0,100,9,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,1,100,4,100,99,100,26,100,0,100,0,100,0,200,0,100,0,100,51380225,4,38539,100,0,100,0,100,594,100,0,100,1.31052E+11,100,5.2985E+11,0
45,174402096,116.2461082,0,88,0,100,31,100,864,87,487587958,116.028169,7.876204596,58,36823,100,0,100,29,100,0,100,100,100,0,100,0,1,669,79,8590262296,75,25,100,30,100,46,99,2523,25,25,100,0,87,6696,87,6696,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,35350,100,1.31879E+11,100,4.68395E+11,1
83,194900848,116.2461082,0,90,0,100,9,94,7288,56,5.68272E+12,116.028169,7.876204596,53,41994,100,0,100,8,100,0,100,100,100,0,100,0,1,848,100,12885098499,69,31,100,30,100,4,100,1911,31,31,100,0,100,64,100,64,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,41778,100,1.31169E+11,100,7.35239E+11,1
100,0,149,44,85,305,100,12,100,0,100,0,140,15,99,12360,100,0,100,12,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,30,100,6188,100,6188,51,42,100,0,100,0,100,0,100,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,25140.1927,100,1.31052E+11,100,5.2985E+11,0
65,236429808,116.2461082,0,91,0,100,8,100,744,89,732420173,116.028169,7.876204596,63,33070,100,0,100,6,100,0,100,100,100,0,100,0,1,187,100,8590065666,68,32,100,30,100,2,100,1892,32,32,100,0,93,4368,93,4368,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,32684,100,1.53253E+11,100,3.61388E+11,1
100,0,148,48,85,340,100,9,100,0,100,0,140,15,100,3171,100,0,100,9,100,0,100,6553700,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,30,100,139,100,139,63,33,100,0,100,0,100,0,100,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,25140.1927,100,1.31052E+11,100,5.2985E+11,0
82,165301856,116.2461082,0,91,0,100,8,93,28184,88,688855533,116.028169,7.876204596,60,35891,100,0,100,8,100,0,100,100,100,0,100,0,1,158,100,196611,63,37,100,30,100,3,100,1721,37,37,100,0,100,8,100,8,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,35684,100,1.26817E+11,100,3.58705E+11,1
60,109544128,116.2461082,0,84,0,100,28,93,29528,94,2650369370,116.028169,7.876204596,19,71599,100,0,100,27,100,0,100,100,100,0,100,0,1,154,100,1,56,44,89,23158,100,5,50,100440,44,44,100,0,100,0,100,0,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,71441,100,1.22747E+11,100,6.03473E+11,1
82,176653760,116.2461082,0,99,0,100,1,100,0,84,266760802,116.028169,7.876204596,91,8204,100,0,100,1,100,0,100,100,100,0,100,0,100,0,100,0,74,26,100,30,100,0,100,446,26,26,100,0,100,0,100,0,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,8127,100,6211985984,100,81611502246,0
79,87662288,116.2461082,0,97,0,100,3,100,64,89,764734261,116.028169,7.876204596,68,28389,100,0,100,3,100,0,100,100,100,0,100,0,1,206,100,2,56,44,100,30,100,1,99,2724,44,44,100,0,98,1288,98,1288,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,27566,100,1.92699E+11,100,4.59737E+11,1
100,0,100,0,100,0,100,6,100,71,100,0,100,0,93,52935,100,0,100,6,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,30,99,2020,99,2020,206,29,100,71,100,77,100,81,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,25140.1927,100,1.31052E+11,100,5.2985E+11,1
100,0,100,0,100,7926,100,10,100,0,100,0,100,0,80,8058,100,0,100,10,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,29,100,9,100,20,100,22,100,0,100,0,100,0,200,0,100,0,100,34603011,80,8038,100,0,100,0,100,537,100,0,100,1.31052E+11,100,5.2985E+11,0
100,0,116.2461082,0,95,2314.318309,100,12,100,0,100,0,116.028169,7.876204596,61.76759259,34129.51435,100,0,100,11,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,30,100,18,100,1379.5,63,32.5412037,100,0,100,0,100,0,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,25140.1927,100,1.31052E+11,100,5.2985E+11,1
81,122751968,116.2461082,0,94,0,100,5,100,0,90,957339433,116.028169,7.876204596,62,33717,100,0,100,5,100,0,100,100,100,0,100,0,100,0,100,0,69,31,100,30,100,1,100,1894,31,31,100,0,100,0,100,0,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,33365,100,94189962888,100,3.97147E+11,0
100,0,100,0,100,8041,100,22,100,0,100,0,100,0,1,46630,100,0,100,21,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,2,100,3,100,96,100,33,100,0,100,1,100,0,200,0,100,0,100,117833729,1,46483,100,0,100,0,100,585,100,0,100,1.31052E+11,100,5.2985E+11,1
100,0,100,0,100,8017,100,9,100,0,100,0,100,0,48,20822,100,0,100,9,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,40,100,8,100,507,100,36,100,0,100,19,100,20,200,0,100,0,100,135004164,52,19223,100,0,100,0,100,528,100,0,100,1.31052E+11,100,5.2985E+11,1
100,0,100,0,100,6872,100,36,100,16,100,0,100,0,9,36669,100,0,100,36,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,30,100,35,100,478,100,24,100,2,100,0,1,441,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,25140.1927,100,1.25547E+11,100,4.43034E+11,1
82,172560584,116.2461082,0,90,0,100,10,100,0,85,288709783,116.028169,7.876204596,54,40532,100,0,100,10,100,0,100,100,100,0,100,0,100,0,100,0,62,38,100,30,100,2,99,2189,38,38,100,0,100,0,100,0,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,40227,100,1.33092E+11,100,4.66203E+11,0
53,86639954,116.2461082,0,90,0,100,16,100,2472,89,789723274,116.028169,7.876204596,50,44092,100,0,100,15,100,0,100,100,100,0,100,0,1,117,100,0,69,31,100,30,100,1,95,10660,31,31,100,0,100,0,100,0,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,42041,100,1.36018E+11,100,4.78327E+11,1
100,0,100,0,100,8131,100,18,100,0,100,0,100,0,58,16822,100,0,100,18,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,0,100,17,100,36,100,31,100,0,100,0,100,0,200,0,100,0,100,1441795,60,16208,100,0,100,0,100,594,100,0,100,1.31052E+11,100,5.2985E+11,1
100,0,100,0,100,8051,100,13,100,53,100,0,100,0,1,53869,100,0,100,12,100,0,100,100,100,0,100,0,62.43796526,0,100,0,67.89788294,32.10211706,100,6,100,4,100,18,100,25,100,52,100,1824,100,0,200,0,100,0,100,136445953,1,53817,100,0,100,0,100,580,100,0,100,1.31052E+11,100,5.2985E+11,1
83,183803472,116.2461082,0,94,0,100,6,100,1040,87,473779193,116.028169,7.876204596,59,36424,100,0,100,5,100,0,100,100,100,0,100,0,2,98,100,12886278165,71,29,100,30,100,2,97,7374,29,29,100,0,100,0,100,0,200,0,100,0,100,93776356.8,34.76719577,27891.03527,100,0,100,0,100,590,100,34824,100,1.34179E+11,100,4.19718E+11,1
